""	"x"
"3220"	"A"
"3221"	"B"
"3222"	"C"
"3223"	"F"
"3224"	"B"
"3225"	"C"
"3226"	"B"
"3227"	"D"
"3228"	"D"
"3229"	"E"
"3230"	"B"
"3231"	"E"
"3232"	"D"
"3233"	"E"
"3234"	"F"
"3235"	"E"
"3236"	"B"
"3237"	"A"
"3238"	"B"
"3239"	"B"
"3240"	"F"
"3241"	"F"
"3242"	"B"
"3243"	"B"
"3244"	"E"
"3245"	"F"
"3246"	"D"
"3247"	"A"
"3248"	"B"
"3249"	"B"
"3250"	"D"
"3251"	"A"
"3252"	"C"
"3253"	"E"
"3254"	"A"
"3255"	"D"
"3256"	"F"
"3257"	"A"
"3258"	"E"
"3259"	"A"
"3260"	"F"
"3261"	"F"
"3262"	"E"
"3263"	"C"
"3264"	"A"
"3265"	"B"
"3266"	"C"
"3267"	"B"
"3268"	"A"
"3269"	"B"
"3270"	"A"
"3271"	"B"
"3272"	"B"
"3273"	"A"
"3274"	"A"
"3275"	"F"
"3276"	"A"
"3277"	"A"
"3278"	"C"
"3279"	"B"
"3280"	"B"
"3281"	"D"
"3282"	"A"
"3283"	"F"
"3284"	"E"
"3285"	"B"
"3286"	"E"
"3287"	"D"
"3288"	"A"
"3289"	"B"
"3290"	"B"
"3291"	"B"
"3292"	"B"
"3293"	"A"
"3294"	"E"
"3295"	"B"
"3296"	"B"
"3297"	"C"
"3298"	"F"
"3299"	"A"
"3300"	"A"
"3301"	"B"
"3302"	"E"
"3303"	"C"
"3304"	"B"
"3305"	"F"
"3306"	"C"
"3307"	"B"
"3308"	"B"
"3309"	"A"
"3310"	"E"
"3311"	"F"
"3312"	"B"
"3313"	"C"
"3314"	"A"
"3315"	"B"
"3316"	"D"
"3317"	"D"
"3318"	"B"
"3319"	"F"
"3320"	"B"
"3321"	"D"
"3322"	"B"
"3323"	"F"
"3324"	"C"
"3325"	"A"
"3326"	"B"
"3327"	"B"
"3328"	"F"
"3329"	"B"
"3330"	"E"
"3331"	"E"
"3332"	"C"
"3333"	"E"
"3334"	"F"
"3335"	"C"
"3336"	"D"
"3337"	"D"
"3338"	"F"
"3339"	"E"
"3340"	"B"
"3341"	"C"
"3342"	"A"
"3343"	"F"
"3344"	"F"
"3345"	"D"
"3346"	"C"
"3347"	"F"
"3348"	"F"
"3349"	"A"
"3350"	"A"
"3351"	"E"
"3352"	"B"
"3353"	"A"
"3354"	"A"
"3355"	"D"
"3356"	"B"
"3357"	"C"
"3358"	"B"
"3359"	"B"
"3360"	"D"
"3361"	"A"
"3362"	"D"
"3363"	"B"
"3364"	"B"
"3365"	"A"
"3366"	"A"
"3367"	"A"
"3368"	"D"
"3369"	"A"
"3370"	"B"
"3371"	"A"
"3372"	"B"
"3373"	"E"
"3374"	"B"
"3375"	"F"
"3376"	"C"
"3377"	"B"
"3378"	"D"
"3379"	"A"
"3380"	"C"
"3381"	"F"
"3382"	"D"
"3383"	"A"
"3384"	"E"
"3385"	"F"
"3386"	"B"
"3387"	"F"
"3388"	"F"
"3389"	"B"
"3390"	"B"
"3391"	"B"
"3392"	"B"
"3393"	"A"
"3394"	"F"
"3395"	"B"
"3396"	"A"
"3397"	"D"
"3398"	"A"
"3399"	"B"
"3400"	"D"
"3401"	"A"
"3402"	"F"
"3403"	"B"
"3404"	"F"
"3405"	"A"
"3406"	"B"
"3407"	"C"
"3408"	"B"
"3409"	"C"
"3410"	"B"
"3411"	"B"
"3412"	"C"
"3413"	"B"
"3414"	"B"
"3415"	"A"
"3416"	"E"
"3417"	"B"
"3418"	"F"
"3419"	"C"
"3420"	"F"
"3421"	"B"
"3422"	"B"
"3423"	"B"
"3424"	"C"
"3425"	"A"
"3426"	"D"
"3427"	"D"
"3428"	"A"
"3429"	"B"
"3430"	"C"
"3431"	"F"
"3432"	"A"
"3433"	"B"
"3434"	"A"
"3435"	"B"
"3436"	"B"
"3437"	"B"
"3438"	"A"
"3439"	"B"
"3440"	"B"
"3441"	"D"
"3442"	"C"
"3443"	"F"
"3444"	"F"
"3445"	"D"
"3446"	"A"
"3447"	"A"
"3448"	"F"
"3449"	"D"
"3450"	"B"
"3451"	"D"
"3452"	"A"
"3453"	"B"
"3454"	"B"
"3455"	"A"
"3456"	"A"
"3457"	"F"
"3458"	"A"
"3459"	"A"
"3460"	"B"
"3461"	"A"
"3462"	"B"
"3463"	"B"
"3464"	"A"
"3465"	"E"
"3466"	"B"
"3467"	"A"
"3468"	"F"
"3469"	"B"
"3470"	"B"
"3471"	"B"
"3472"	"C"
"3473"	"B"
"3474"	"B"
"3475"	"B"
"3476"	"B"
"3477"	"F"
"3478"	"A"
"3479"	"B"
"3480"	"B"
"3481"	"F"
"3482"	"B"
"3483"	"C"
"3484"	"A"
"3485"	"F"
"3486"	"D"
"3487"	"A"
"3488"	"F"
"3489"	"A"
"3490"	"E"
"3491"	"B"
"3492"	"E"
"3493"	"B"
"3494"	"D"
"3495"	"B"
"3496"	"A"
"3497"	"F"
"3498"	"F"
"3499"	"F"
"3500"	"A"
"3501"	"D"
"3502"	"D"
"3503"	"F"
"3504"	"E"
"3505"	"A"
"3506"	"C"
"3507"	"E"
"3508"	"E"
"3509"	"B"
"3510"	"C"
"3511"	"B"
"3512"	"C"
"3513"	"C"
"3514"	"A"
"3515"	"B"
"3516"	"A"
"3517"	"F"
"3518"	"B"
"3519"	"B"
"3520"	"B"
"3521"	"E"
"3522"	"D"
"3523"	"A"
"3524"	"B"
"3525"	"B"
"3526"	"B"
"3527"	"C"
"3528"	"D"
"3529"	"E"
"3530"	"B"
"3531"	"B"
"3532"	"B"
"3533"	"C"
"3534"	"B"
"3535"	"E"
"3536"	"F"
"3537"	"A"
"3538"	"F"
"3539"	"B"
"3540"	"A"
"3541"	"A"
"3542"	"B"
"3543"	"D"
"3544"	"B"
"3545"	"D"
"3546"	"F"
"3547"	"F"
"3548"	"E"
"3549"	"F"
"3550"	"E"
"3551"	"A"
"3552"	"B"
"3553"	"C"
"3554"	"A"
"3555"	"B"
"3556"	"F"
"3557"	"B"
"3558"	"B"
"3559"	"F"
"3560"	"B"
"3561"	"B"
"3562"	"B"
"3563"	"E"
"3564"	"A"
"3565"	"B"
"3566"	"D"
"3567"	"A"
"3568"	"B"
"3569"	"B"
"3570"	"E"
"3571"	"D"
"3572"	"A"
"3573"	"B"
"3574"	"E"
"3575"	"E"
"3576"	"A"
"3577"	"C"
"3578"	"F"
"3579"	"E"
"3580"	"E"
"3581"	"B"
"3582"	"B"
"3583"	"E"
"3584"	"A"
"3585"	"B"
"3586"	"B"
"3587"	"F"
"3588"	"A"
"3589"	"A"
"3590"	"B"
"3591"	"B"
"3592"	"B"
"3593"	"B"
"3594"	"E"
"3595"	"C"
"3596"	"F"
"3597"	"B"
"3598"	"B"
"3599"	"B"
"3600"	"B"
"3601"	"E"
"3602"	"F"
"3603"	"A"
"3604"	"A"
"3605"	"B"
"3606"	"A"
"3607"	"F"
"3608"	"B"
"3609"	"A"
"3610"	"B"
"3611"	"F"
"3612"	"E"
"3613"	"B"
"3614"	"B"
"3615"	"B"
"3616"	"C"
"3617"	"A"
"3618"	"B"
"3619"	"A"
"3620"	"B"
"3621"	"E"
"3622"	"B"
"3623"	"B"
"3624"	"A"
"3625"	"A"
"3626"	"F"
"3627"	"B"
"3628"	"A"
"3629"	"F"
"3630"	"B"
"3631"	"C"
"3632"	"F"
"3633"	"A"
"3634"	"E"
"3635"	"F"
"3636"	"B"
"3637"	"E"
"3638"	"E"
"3639"	"A"
"3640"	"F"
"3641"	"F"
"3642"	"D"
"3643"	"C"
"3644"	"E"
"3645"	"F"
"3646"	"B"
"3647"	"B"
"3648"	"A"
"3649"	"A"
"3650"	"A"
"3651"	"D"
"3652"	"A"
"3653"	"B"
"3654"	"A"
"3655"	"B"
"3656"	"E"
"3657"	"A"
"3658"	"E"
"3659"	"F"
"3660"	"A"
"3661"	"B"
"3662"	"D"
"3663"	"B"
"3664"	"A"
"3665"	"D"
"3666"	"D"
"3667"	"A"
"3668"	"A"
"3669"	"A"
"3670"	"B"
"3671"	"B"
"3672"	"A"
"3673"	"B"
"3674"	"F"
"3675"	"B"
"3676"	"E"
"3677"	"A"
"3678"	"A"
"3679"	"E"
"3680"	"B"
"3681"	"B"
"3682"	"F"
"3683"	"A"
"3684"	"F"
"3685"	"A"
"3686"	"A"
"3687"	"B"
"3688"	"B"
"3689"	"B"
"3690"	"A"
"3691"	"C"
"3692"	"F"
"3693"	"A"
"3694"	"B"
"3695"	"B"
"3696"	"E"
"3697"	"B"
"3698"	"B"
"3699"	"F"
"3700"	"D"
"3701"	"F"
"3702"	"D"
"3703"	"F"
"3704"	"B"
"3705"	"E"
"3706"	"A"
"3707"	"C"
"3708"	"A"
"3709"	"D"
"3710"	"F"
"3711"	"D"
"3712"	"B"
"3713"	"C"
"3714"	"B"
"3715"	"A"
"3716"	"B"
"3717"	"E"
"3718"	"F"
"3719"	"B"
"3720"	"B"
"3721"	"F"
"3722"	"C"
"3723"	"A"
"3724"	"D"
"3725"	"B"
"3726"	"C"
"3727"	"A"
"3728"	"A"
"3729"	"A"
"3730"	"A"
"3731"	"A"
"3732"	"C"
"3733"	"B"
"3734"	"F"
"3735"	"C"
"3736"	"F"
"3737"	"A"
"3738"	"A"
"3739"	"A"
"3740"	"B"
"3741"	"B"
"3742"	"F"
"3743"	"B"
"3744"	"B"
"3745"	"D"
"3746"	"F"
"3747"	"D"
"3748"	"B"
"3749"	"A"
"3750"	"C"
"3751"	"D"
"3752"	"F"
"3753"	"B"
"3754"	"E"
"3755"	"B"
"3756"	"B"
"3757"	"E"
"3758"	"D"
"3759"	"E"
"3760"	"A"
"3761"	"E"
"3762"	"B"
"3763"	"B"
"3764"	"A"
"3765"	"E"
"3766"	"D"
"3767"	"A"
"3768"	"D"
"3769"	"F"
"3770"	"F"
"3771"	"C"
"3772"	"E"
"3773"	"B"
"3774"	"F"
"3775"	"F"
"3776"	"B"
"3777"	"A"
"3778"	"B"
"3779"	"E"
"3780"	"C"
"3781"	"E"
"3782"	"B"
"3783"	"C"
"3784"	"F"
"3785"	"A"
"3786"	"B"
"3787"	"B"
"3788"	"A"
"3789"	"D"
"3790"	"F"
"3791"	"A"
"3792"	"A"
"3793"	"A"
"3794"	"B"
"3795"	"F"
"3796"	"D"
"3797"	"A"
"3798"	"D"
"3799"	"A"
"3800"	"B"
"3801"	"F"
"3802"	"B"
"3803"	"C"
"3804"	"D"
"3805"	"B"
"3806"	"B"
"3807"	"F"
"3808"	"B"
"3809"	"E"
"3810"	"F"
"3811"	"B"
"3812"	"F"
"3813"	"E"
"3814"	"D"
"3815"	"D"
"3816"	"A"
"3817"	"C"
"3818"	"B"
"3819"	"D"
"3820"	"B"
"3821"	"D"
"3822"	"A"
"3823"	"A"
"3824"	"C"
"3825"	"C"
"3826"	"F"
"3827"	"B"
"3828"	"A"
"3829"	"E"
"3830"	"D"
"3831"	"A"
"3832"	"A"
"3833"	"E"
"3834"	"A"
"3835"	"E"
"3836"	"D"
"3837"	"F"
"3838"	"D"
"3839"	"C"
"3840"	"A"
"3841"	"F"
"3842"	"B"
"3843"	"B"
"3844"	"E"
"3845"	"F"
"3846"	"A"
"3847"	"B"
"3848"	"A"
"3849"	"A"
"3850"	"B"
"3851"	"F"
"3852"	"D"
"3853"	"D"
"3854"	"A"
"3855"	"B"
"3856"	"B"
"3857"	"C"
"3858"	"F"
"3859"	"F"
"3860"	"E"
"3861"	"C"
"3862"	"B"
"3863"	"C"
"3864"	"B"
"3865"	"B"
"3866"	"B"
"3867"	"B"
"3868"	"B"
"3869"	"B"
"3870"	"F"
"3871"	"B"
"3872"	"A"
"3873"	"D"
"3874"	"A"
"3875"	"A"
"3876"	"E"
"3877"	"D"
"3878"	"A"
"3879"	"B"
"3880"	"B"
"3881"	"F"
"3882"	"B"
"3883"	"A"
"3884"	"A"
"3885"	"B"
"3886"	"A"
"3887"	"B"
"3888"	"D"
"3889"	"C"
"3890"	"D"
"3891"	"F"
"3892"	"C"
"3893"	"B"
"3894"	"C"
"3895"	"A"
"3896"	"A"
"3897"	"F"
"3898"	"E"
"3899"	"B"
"3900"	"F"
"3901"	"D"
"3902"	"B"
"3903"	"D"
"3904"	"A"
"3905"	"D"
"3906"	"F"
"3907"	"A"
"3908"	"E"
"3909"	"A"
"3910"	"F"
"3911"	"B"
"3912"	"C"
"3913"	"D"
"3914"	"A"
"3915"	"B"
"3916"	"D"
"3917"	"E"
"3918"	"E"
"3919"	"F"
"3920"	"A"
"3921"	"A"
"3922"	"B"
"3923"	"C"
"3924"	"A"
"3925"	"F"
"3926"	"A"
"3927"	"F"
"3928"	"E"
"3929"	"A"
"3930"	"F"
"3931"	"B"
"3932"	"B"
"3933"	"B"
"3934"	"F"
"3935"	"C"
"3936"	"F"
"3937"	"B"
"3938"	"A"
"3939"	"B"
"3940"	"A"
"3941"	"E"
"3942"	"B"
"3943"	"B"
"3944"	"A"
"3945"	"B"
"3946"	"A"
"3947"	"E"
"3948"	"E"
"3949"	"A"
"3950"	"B"
"3951"	"D"
"3952"	"D"
"3953"	"B"
"3954"	"A"
"3955"	"A"
"3956"	"F"
"3957"	"F"
"3958"	"D"
"3959"	"B"
"3960"	"E"
"3961"	"B"
"3962"	"F"
"3963"	"B"
"3964"	"F"
"3965"	"B"
"3966"	"B"
"3967"	"B"
"3968"	"F"
"3969"	"B"
"3970"	"B"
"3971"	"B"
"3972"	"B"
"3973"	"E"
"3974"	"F"
"3975"	"B"
"3976"	"A"
"3977"	"B"
"3978"	"F"
"3979"	"C"
"3980"	"D"
"3981"	"A"
"3982"	"B"
"3983"	"F"
"3984"	"F"
"3985"	"A"
"3986"	"A"
"3987"	"D"
"3988"	"B"
"3989"	"B"
"3990"	"C"
"3991"	"C"
"3992"	"F"
"3993"	"A"
"3994"	"F"
"3995"	"F"
"3996"	"B"
"3997"	"E"
"3998"	"F"
"3999"	"B"
"4000"	"B"
"4001"	"B"
"4002"	"B"
"4003"	"A"
"4004"	"E"
"4005"	"A"
"4006"	"F"
"4007"	"B"
"4008"	"B"
"4009"	"A"
"4010"	"B"
"4011"	"B"
"4012"	"C"
"4013"	"E"
"4014"	"C"
"4015"	"D"
"4016"	"B"
"4017"	"D"
"4018"	"B"
"4019"	"B"
"4020"	"B"
"4021"	"F"
"4022"	"E"
"4023"	"A"
"4024"	"D"
"4025"	"E"
"4026"	"C"
"4027"	"B"
"4028"	"B"
"4029"	"D"
"4030"	"A"
"4031"	"B"
"4032"	"C"
"4033"	"B"
"4034"	"A"
"4035"	"D"
"4036"	"B"
"4037"	"F"
"4038"	"B"
"4039"	"E"
"4040"	"A"
"4041"	"B"
"4042"	"A"
"4043"	"F"
"4044"	"A"
"4045"	"B"
"4046"	"A"
"4047"	"B"
"4048"	"B"
"4049"	"F"
"4050"	"F"
"4051"	"C"
"4052"	"F"
"4053"	"B"
"4054"	"B"
"4055"	"B"
"4056"	"B"
"4057"	"A"
"4058"	"F"
"4059"	"A"
"4060"	"F"
"4061"	"D"
"4062"	"A"
"4063"	"B"
"4064"	"E"
"4065"	"C"
"4066"	"D"
"4067"	"D"
"4068"	"A"
"4069"	"D"
"4070"	"C"
"4071"	"D"
"4072"	"B"
"4073"	"B"
"4074"	"B"
"4075"	"B"
"4076"	"C"
"4077"	"B"
"4078"	"C"
"4079"	"B"
"4080"	"C"
"4081"	"A"
"4082"	"D"
"4083"	"F"
"4084"	"A"
"4085"	"F"
"4086"	"B"
"4087"	"E"
"4088"	"B"
"4089"	"B"
"4090"	"E"
"4091"	"B"
"4092"	"A"
"4093"	"E"
"4094"	"A"
"4095"	"B"
"4096"	"A"
"4097"	"C"
"4098"	"D"
"4099"	"E"
"4100"	"B"
"4101"	"B"
"4102"	"B"
"4103"	"D"
"4104"	"B"
"4105"	"B"
"4106"	"B"
"4107"	"C"
"4108"	"D"
"4109"	"A"
"4110"	"A"
"4111"	"D"
"4112"	"D"
"4113"	"A"
"4114"	"E"
"4115"	"C"
"4116"	"D"
"4117"	"B"
"4118"	"A"
"4119"	"A"
"4120"	"B"
"4121"	"A"
"4122"	"D"
"4123"	"B"
"4124"	"F"
"4125"	"D"
"4126"	"F"
"4127"	"B"
"4128"	"E"
"4129"	"B"
"4130"	"C"
"4131"	"A"
"4132"	"B"
"4133"	"A"
"4134"	"B"
"4135"	"B"
"4136"	"A"
"4137"	"B"
"4138"	"F"
"4139"	"F"
"4140"	"D"
"4141"	"A"
"4142"	"B"
"4143"	"B"
"4144"	"C"
"4145"	"F"
"4146"	"A"
"4147"	"F"
"4148"	"B"
"4149"	"F"
"4150"	"A"
"4151"	"A"
"4152"	"F"
"4153"	"C"
"4154"	"F"
"4155"	"C"
"4156"	"B"
"4157"	"C"
"4158"	"D"
"4159"	"B"
"4160"	"F"
"4161"	"B"
"4162"	"B"
"4163"	"B"
"4164"	"A"
"4165"	"D"
"4166"	"B"
"4167"	"F"
"4168"	"A"
"4169"	"B"
"4170"	"B"
"4171"	"C"
"4172"	"B"
"4173"	"A"
"4174"	"D"
"4175"	"B"
"4176"	"A"
"4177"	"A"
"4178"	"B"
"4179"	"A"
"4180"	"B"
"4181"	"F"
"4182"	"F"
"4183"	"A"
"4184"	"F"
"4185"	"B"
"4186"	"B"
"4187"	"B"
"4188"	"E"
"4189"	"F"
"4190"	"B"
"4191"	"B"
"4192"	"A"
"4193"	"F"
"4194"	"B"
"4195"	"B"
"4196"	"B"
"4197"	"C"
"4198"	"D"
"4199"	"B"
"4200"	"B"
"4201"	"C"
"4202"	"B"
"4203"	"C"
"4204"	"B"
"4205"	"E"
"4206"	"B"
"4207"	"B"
"4208"	"C"
"4209"	"B"
"4210"	"F"
"4211"	"B"
"4212"	"A"
"4213"	"B"
"4214"	"A"
"4215"	"B"
"4216"	"F"
"4217"	"B"
"4218"	"E"
"4219"	"E"
"4220"	"B"
"4221"	"C"
"4222"	"D"
"4223"	"B"
"4224"	"C"
"4225"	"B"
"4226"	"F"
"4227"	"F"
"4228"	"E"
"4229"	"A"
"4230"	"B"
"4231"	"B"
"4232"	"C"
"4233"	"B"
"4234"	"C"
"4235"	"B"
"4236"	"F"
"4237"	"B"
"4238"	"B"
"4239"	"F"
"4240"	"B"
"4241"	"E"
"4242"	"C"
"4243"	"A"
"4244"	"A"
"4245"	"B"
"4246"	"E"
"4247"	"A"
"4248"	"A"
"4249"	"A"
"4250"	"B"
"4251"	"B"
"4252"	"A"
"4253"	"E"
"4254"	"D"
"4255"	"A"
"4256"	"B"
"4257"	"B"
"4258"	"A"
"4259"	"B"
"4260"	"D"
"4261"	"D"
"4262"	"F"
"4263"	"B"
"4264"	"D"
"4265"	"B"
"4266"	"D"
"4267"	"E"
"4268"	"E"
"4269"	"A"
"4270"	"B"
"4271"	"B"
"4272"	"D"
"4273"	"A"
"4274"	"B"
"4275"	"B"
"4276"	"B"
"4277"	"B"
"4278"	"B"
"4279"	"B"
"4280"	"B"
"4281"	"B"
"4282"	"B"
"4283"	"D"
"4284"	"F"
"4285"	"B"
"4286"	"F"
"4287"	"F"
"4288"	"B"
"4289"	"A"
"4290"	"B"
"4291"	"C"
"4292"	"B"
"4293"	"F"
"4294"	"B"
"4295"	"F"
"4296"	"A"
"4297"	"E"
"4298"	"A"
"4299"	"F"
"4300"	"A"
"4301"	"B"
"4302"	"C"
"4303"	"A"
"4304"	"C"
"4305"	"E"
"4306"	"E"
"4307"	"E"
"4308"	"E"
"4309"	"A"
"4310"	"E"
"4311"	"A"
"4312"	"B"
"4313"	"B"
"4314"	"F"
"4315"	"C"
"4316"	"F"
"4317"	"B"
"4318"	"B"
"4319"	"D"
"4320"	"F"
"4321"	"B"
"4322"	"F"
"4323"	"B"
"4324"	"F"
"4325"	"B"
"4326"	"C"
"4327"	"C"
"4328"	"B"
"4329"	"B"
"4330"	"B"
"4331"	"B"
"4332"	"F"
"4333"	"F"
"4334"	"A"
"4335"	"B"
"4336"	"B"
"4337"	"B"
"4338"	"B"
"4339"	"D"
"4340"	"A"
"4341"	"D"
"4342"	"E"
"4343"	"F"
"4344"	"E"
"4345"	"B"
"4346"	"B"
"4347"	"A"
"4348"	"E"
"4349"	"A"
"4350"	"D"
"4351"	"A"
"4352"	"B"
"4353"	"C"
"4354"	"B"
"4355"	"D"
"4356"	"A"
"4357"	"A"
"4358"	"B"
"4359"	"B"
"4360"	"B"
"4361"	"B"
"4362"	"B"
"4363"	"E"
"4364"	"B"
"4365"	"B"
"4366"	"B"
"4367"	"A"
"4368"	"E"
"4369"	"B"
"4370"	"C"
"4371"	"F"
"4372"	"B"
"4373"	"D"
"4374"	"C"
"4375"	"D"
"4376"	"F"
"4377"	"A"
"4378"	"D"
"4379"	"B"
"4380"	"B"
"4381"	"E"
"4382"	"B"
"4383"	"E"
"4384"	"F"
"4385"	"D"
"4386"	"A"
"4387"	"B"
"4388"	"E"
"4389"	"D"
"4390"	"B"
"4391"	"B"
"4392"	"A"
"4393"	"E"
"4394"	"A"
"4395"	"D"
"4396"	"E"
"4397"	"B"
"4398"	"C"
"4399"	"B"
"4400"	"B"
"4401"	"B"
"4402"	"A"
"4403"	"D"
"4404"	"B"
"4405"	"B"
"4406"	"F"
"4407"	"B"
"4408"	"A"
"4409"	"F"
"4410"	"C"
"4411"	"D"
"4412"	"C"
"4413"	"B"
"4414"	"D"
"4415"	"B"
"4416"	"C"
"4417"	"D"
"4418"	"F"
"4419"	"A"
"4420"	"F"
"4421"	"C"
"4422"	"C"
"4423"	"A"
"4424"	"F"
"4425"	"E"
"4426"	"B"
"4427"	"A"
"4428"	"D"
"4429"	"D"
"4430"	"B"
"4431"	"B"
"4432"	"A"
"4433"	"F"
"4434"	"B"
"4435"	"C"
"4436"	"B"
"4437"	"B"
"4438"	"F"
"4439"	"A"
"4440"	"A"
"4441"	"C"
"4442"	"D"
"4443"	"B"
"4444"	"F"
"4445"	"A"
"4446"	"B"
"4447"	"A"
"4448"	"A"
"4449"	"A"
"4450"	"B"
"4451"	"E"
"4452"	"B"
"4453"	"E"
"4454"	"A"
"4455"	"A"
"4456"	"B"
"4457"	"B"
"4458"	"B"
"4459"	"E"
"4460"	"A"
"4461"	"C"
"4462"	"C"
"4463"	"A"
"4464"	"D"
"4465"	"C"
"4466"	"E"
"4467"	"B"
"4468"	"A"
"4469"	"B"
"4470"	"B"
"4471"	"A"
"4472"	"B"
"4473"	"F"
"4474"	"D"
"4475"	"D"
"4476"	"A"
"4477"	"C"
"4478"	"D"
"4479"	"E"
"4480"	"D"
"4481"	"C"
"4482"	"A"
"4483"	"A"
"4484"	"B"
"4485"	"A"
"4486"	"C"
"4487"	"A"
"4488"	"F"
"4489"	"A"
"4490"	"B"
"4491"	"B"
"4492"	"D"
"4493"	"B"
"4494"	"B"
"4495"	"B"
"4496"	"C"
"4497"	"B"
"4498"	"F"
"4499"	"A"
"4500"	"E"
"4501"	"A"
"4502"	"B"
"4503"	"E"
"4504"	"B"
"4505"	"A"
"4506"	"A"
"4507"	"A"
"4508"	"B"
"4509"	"E"
"4510"	"F"
"4511"	"E"
"4512"	"E"
"4513"	"B"
"4514"	"C"
"4515"	"B"
"4516"	"A"
"4517"	"A"
"4518"	"B"
"4519"	"D"
"4520"	"B"
"4521"	"E"
"4522"	"D"
"4523"	"F"
"4524"	"F"
"4525"	"C"
"4526"	"B"
"4527"	"B"
"4528"	"E"
"4529"	"A"
"4530"	"E"
"4531"	"B"
"4532"	"B"
"4533"	"B"
"4534"	"D"
"4535"	"B"
"4536"	"E"
"4537"	"F"
"4538"	"C"
"4539"	"B"
"4540"	"F"
"4541"	"B"
"4542"	"C"
"4543"	"A"
"4544"	"B"
"4545"	"C"
"4546"	"F"
"4547"	"F"
"4548"	"B"
"4549"	"B"
"4550"	"F"
"4551"	"C"
"4552"	"A"
"4553"	"B"
"4554"	"C"
"4555"	"A"
"4556"	"A"
"4557"	"B"
"4558"	"E"
"4559"	"B"
"4560"	"B"
"4561"	"B"
"4562"	"F"
"4563"	"F"
"4564"	"F"
"4565"	"B"
"4566"	"D"
"4567"	"F"
"4568"	"A"
"4569"	"B"
"4570"	"B"
"4571"	"B"
"4572"	"F"
"4573"	"F"
"4574"	"C"
"4575"	"B"
"4576"	"E"
"4577"	"D"
"4578"	"F"
"4579"	"C"
"4580"	"B"
"4581"	"A"
"4582"	"F"
"4583"	"A"
"4584"	"A"
"4585"	"B"
"4586"	"D"
"4587"	"D"
"4588"	"F"
"4589"	"C"
"4590"	"F"
"4591"	"B"
"4592"	"B"
"4593"	"E"
"4594"	"F"
"4595"	"B"
"4596"	"A"
"4597"	"C"
"4598"	"B"
"4599"	"D"
"4600"	"A"
"4601"	"B"
"4602"	"B"
"4603"	"B"
"4604"	"E"
"4605"	"B"
"4606"	"C"
"4607"	"D"
"4608"	"E"
"4609"	"A"
"4610"	"F"
"4611"	"B"
"4612"	"E"
"4613"	"D"
"4614"	"B"
"4615"	"A"
"4616"	"A"
"4617"	"A"
"4618"	"B"
"4619"	"B"
"4620"	"B"
"4621"	"B"
"4622"	"A"
"4623"	"A"
"4624"	"E"
"4625"	"B"
"4626"	"B"
"4627"	"B"
"4628"	"B"
"4629"	"F"
"4630"	"B"
"4631"	"C"
"4632"	"F"
"4633"	"F"
"4634"	"B"
"4635"	"E"
"4636"	"D"
"4637"	"E"
"4638"	"B"
"4639"	"F"
"4640"	"F"
"4641"	"E"
"4642"	"D"
"4643"	"A"
"4644"	"C"
"4645"	"C"
"4646"	"B"
"4647"	"A"
"4648"	"B"
"4649"	"B"
"4650"	"A"
"4651"	"B"
"4652"	"A"
"4653"	"D"
"4654"	"E"
"4655"	"E"
"4656"	"B"
"4657"	"B"
"4658"	"A"
"4659"	"F"
"4660"	"A"
"4661"	"E"
"4662"	"B"
"4663"	"A"
"4664"	"B"
"4665"	"A"
"4666"	"B"
"4667"	"B"
"4668"	"E"
"4669"	"B"
"4670"	"D"
"4671"	"A"
"4672"	"A"
"4673"	"A"
"4674"	"F"
"4675"	"F"
"4676"	"F"
"4677"	"B"
"4678"	"B"
"4679"	"C"
"4680"	"A"
"4681"	"B"
"4682"	"F"
"4683"	"E"
"4684"	"A"
"4685"	"A"
"4686"	"F"
"4687"	"B"
"4688"	"A"
"4689"	"A"
"4690"	"D"
"4691"	"F"
"4692"	"A"
"4693"	"A"
"4694"	"E"
"4695"	"A"
"4696"	"C"
"4697"	"F"
"4698"	"A"
"4699"	"B"
"4700"	"B"
"4701"	"C"
"4702"	"F"
"4703"	"F"
"4704"	"F"
"4705"	"B"
"4706"	"B"
"4707"	"E"
"4708"	"D"
"4709"	"E"
"4710"	"D"
"4711"	"F"
"4712"	"A"
"4713"	"A"
"4714"	"B"
"4715"	"B"
"4716"	"C"
"4717"	"B"
"4718"	"A"
"4719"	"E"
"4720"	"F"
"4721"	"F"
"4722"	"B"
"4723"	"F"
"4724"	"C"
"4725"	"D"
"4726"	"A"
"4727"	"C"
"4728"	"D"
"4729"	"B"
"4730"	"E"
"4731"	"F"
"4732"	"E"
"4733"	"B"
"4734"	"B"
"4735"	"C"
"4736"	"F"
"4737"	"B"
"4738"	"B"
"4739"	"B"
"4740"	"B"
"4741"	"B"
"4742"	"B"
"4743"	"C"
"4744"	"A"
"4745"	"B"
"4746"	"A"
"4747"	"C"
"4748"	"F"
"4749"	"B"
"4750"	"C"
"4751"	"B"
"4752"	"B"
"4753"	"D"
"4754"	"A"
"4755"	"E"
"4756"	"B"
"4757"	"B"
"4758"	"B"
"4759"	"B"
"4760"	"E"
"4761"	"B"
"4762"	"D"
"4763"	"D"
"4764"	"B"
"4765"	"E"
"4766"	"B"
"4767"	"C"
"4768"	"F"
"4769"	"E"
"4770"	"B"
"4771"	"F"
"4772"	"A"
"4773"	"B"
